customerid,tenure_group,contract,paymentmethod,monthlycharges,total_revenue,churn_flag,risk_level,value_segment,lifecycle_stage
7356-AYNJP,0-1 year,One year,Electronic check,23.9,95.6,0,Low Risk,Low Value,New (0-1y)
9249-FXSCK,4+ years,One year,Credit card (automatic),111.25,5785,1,High Risk,High Value,Loyal (4y+)
5493-SDRDQ,0-1 year,Month-to-month,Mailed check,55.1,110.2,1,High Risk,Low Value,New (0-1y)
6286-SUUWT,0-1 year,Month-to-month,Mailed check,19.95,19.95,0,Low Risk,Low Value,New (0-1y)
4819-HJPIW,1-2 years,Month-to-month,Mailed check,25.15,452.7,0,Low Risk,Low Value,Growing (1-2y)
8654-DHAOW,0-1 year,Month-to-month,Mailed check,54.15,108.3,0,Low Risk,Low Value,New (0-1y)
5438-QMDDL,1-2 years,Month-to-month,Mailed check,59.8,1136.2,0,Low Risk,Mid Value,Growing (1-2y)
9812-GHVRI,2-4 years,Month-to-month,Bank transfer (automatic),83.85,3354,0,Low Risk,High Value,Mature (2-4y)
5553-AOINX,4+ years,One year,Electronic check,104.9,6923.4,0,Low Risk,High Value,Loyal (4y+)
1228-ZLNBX,1-2 years,Month-to-month,Mailed check,75.3,1581.3,0,Low Risk,Mid Value,Growing (1-2y)
4226-KKDON,0-1 year,Month-to-month,Electronic check,66.65,533.2,0,Low Risk,Low Value,New (0-1y)
3831-YCPUO,4+ years,Two year,Credit card (automatic),109.5,7884,0,Low Risk,High Value,Loyal (4y+)
7445-WMRBW,2-4 years,One year,Bank transfer (automatic),73.85,3544.8,0,Low Risk,High Value,Mature (2-4y)
3308-DGHKL,4+ years,Two year,Bank transfer (automatic),19.3,1331.7,0,Low Risk,Mid Value,Loyal (4y+)
9924-JPRMC,4+ years,Two year,Electronic check,118.2,8510.4,0,Low Risk,High Value,Loyal (4y+)
0080-EMYVY,1-2 years,One year,Credit card (automatic),51.45,720.3,0,Low Risk,Low Value,Growing (1-2y)
6218-KNUBD,0-1 year,Month-to-month,Electronic check,59.45,356.7,0,Low Risk,Low Value,New (0-1y)
7337-CINUD,0-1 year,Two year,Bank transfer (automatic),19.5,156,0,Low Risk,Low Value,New (0-1y)
7609-NRNCA,1-2 years,One year,Mailed check,19.55,332.35,0,Low Risk,Low Value,Growing (1-2y)
0623-EJQEG,4+ years,One year,Electronic check,93.55,6080.75,0,Low Risk,High Value,Loyal (4y+)
7153-CHRBV,4+ years,One year,Mailed check,59.3,3380.1,0,Low Risk,High Value,Loyal (4y+)
0871-URUWO,1-2 years,Month-to-month,Credit card (automatic),102.25,1329.25,1,High Risk,Mid Value,Growing (1-2y)
9190-MFJLN,1-2 years,Month-to-month,Credit card (automatic),95.9,1822.1,1,High Risk,Mid Value,Growing (1-2y)
6198-PNNSZ,4+ years,One year,Bank transfer (automatic),109.8,6148.8,0,Low Risk,High Value,Loyal (4y+)
3317-VLGQT,1-2 years,Month-to-month,Electronic check,78.1,1093.4,0,Low Risk,Mid Value,Growing (1-2y)
4132-POCZS,4+ years,Month-to-month,Electronic check,39.9,2074.8,0,Low Risk,Mid Value,Loyal (4y+)
5614-DNZCE,4+ years,Two year,Credit card (automatic),64.9,3764.2,0,Low Risk,High Value,Loyal (4y+)
1095-JUDTC,2-4 years,Month-to-month,Electronic check,95.05,4467.35,1,High Risk,High Value,Mature (2-4y)
3896-RCYYE,4+ years,Month-to-month,Credit card (automatic),53.4,3577.8,0,Low Risk,High Value,Loyal (4y+)
9638-JIQYA,0-1 year,Month-to-month,Credit card (automatic),24.9,49.8,0,Low Risk,Low Value,New (0-1y)
3258-SANFR,0-1 year,Month-to-month,Credit card (automatic),44.7,268.2,0,Low Risk,Low Value,New (0-1y)
3726-TBHQT,4+ years,Two year,Bank transfer (automatic),114,8094,0,Low Risk,High Value,Loyal (4y+)
3190-ITQXP,2-4 years,Two year,Bank transfer (automatic),20.25,931.5,0,Low Risk,Low Value,Mature (2-4y)
0870-VEMYL,0-1 year,Month-to-month,Credit card (automatic),53.85,269.25,1,High Risk,Low Value,New (0-1y)
4833-QTJNO,4+ years,Month-to-month,Bank transfer (automatic),83.85,5617.95,0,Low Risk,High Value,Loyal (4y+)
3039-MJSLN,0-1 year,Month-to-month,Bank transfer (automatic),20.2,60.6,0,Low Risk,Low Value,New (0-1y)
0178-CIIKR,0-1 year,Month-to-month,Mailed check,19.95,59.85,0,Low Risk,Low Value,New (0-1y)
5385-SUIRI,4+ years,Month-to-month,Electronic check,104.2,5418.4,1,High Risk,High Value,Loyal (4y+)
3982-XWFZQ,2-4 years,Month-to-month,Electronic check,50.25,2110.5,1,High Risk,Mid Value,Mature (2-4y)
5774-QPLTF,4+ years,One year,Mailed check,20.35,1017.5,0,Low Risk,Mid Value,Loyal (4y+)
2322-VCZHZ,1-2 years,Month-to-month,Electronic check,90,2070,0,Low Risk,Mid Value,Growing (1-2y)
5010-IPEAQ,4+ years,Two year,Credit card (automatic),54.2,3631.4,0,Low Risk,High Value,Loyal (4y+)
4009-ALQFH,2-4 years,Month-to-month,Electronic check,99.5,2487.5,1,High Risk,Mid Value,Mature (2-4y)
6383-ZTSIW,2-4 years,One year,Mailed check,99.1,3864.9,0,Low Risk,High Value,Mature (2-4y)
8990-YOZLV,4+ years,Two year,Mailed check,66.9,4616.1,0,Low Risk,High Value,Loyal (4y+)
3069-SSVSN,0-1 year,One year,Mailed check,25.85,25.85,0,Low Risk,Low Value,New (0-1y)
5222-IMUKT,2-4 years,Month-to-month,Electronic check,91.05,2913.6,0,Low Risk,Mid Value,Mature (2-4y)
3627-FCRDW,0-1 year,Month-to-month,Electronic check,71,639,1,High Risk,Low Value,New (0-1y)
7562-GSUHK,1-2 years,Month-to-month,Credit card (automatic),93.2,1491.2,1,High Risk,Mid Value,Growing (1-2y)
6685-XSHHU,4+ years,Two year,Bank transfer (automatic),20.95,1257,0,Low Risk,Mid Value,Loyal (4y+)
8901-UPRHR,4+ years,Two year,Bank transfer (automatic),109.2,7862.4,0,Low Risk,High Value,Loyal (4y+)
4903-UYAVB,0-1 year,Month-to-month,Mailed check,19.35,96.75,1,High Risk,Low Value,New (0-1y)
0118-JPNOY,2-4 years,Month-to-month,Credit card (automatic),85.8,2230.8,0,Low Risk,Mid Value,Mature (2-4y)
6776-TLWOI,0-1 year,Month-to-month,Mailed check,19.85,59.55,1,High Risk,Low Value,New (0-1y)
3845-FXCYS,0-1 year,Month-to-month,Electronic check,19.65,39.3,0,Low Risk,Low Value,New (0-1y)
5857-XRECV,0-1 year,One year,Bank transfer (automatic),20.5,41,0,Low Risk,Low Value,New (0-1y)
0725-CXOTM,2-4 years,One year,Credit card (automatic),89.65,3227.4,0,Low Risk,High Value,Mature (2-4y)
4343-EJVQB,0-1 year,Month-to-month,Mailed check,74.35,520.45,0,Low Risk,Low Value,New (0-1y)
9000-PLFUZ,4+ years,Two year,Credit card (automatic),49.45,2967,0,Low Risk,Mid Value,Loyal (4y+)
3427-GGZZI,1-2 years,Month-to-month,Electronic check,89.1,1692.9,0,Low Risk,Mid Value,Growing (1-2y)
7779-ORAEL,2-4 years,Two year,Credit card (automatic),75.15,3381.75,0,Low Risk,High Value,Mature (2-4y)
0644-OQMDK,0-1 year,Month-to-month,Electronic check,70.65,282.6,0,Low Risk,Low Value,New (0-1y)
4077-CROMM,2-4 years,Month-to-month,Electronic check,104.2,3230.2,1,High Risk,High Value,Mature (2-4y)
3154-CFSZG,2-4 years,Month-to-month,Electronic check,90.05,4232.35,0,Low Risk,High Value,Mature (2-4y)
2868-MZAGQ,0-1 year,Month-to-month,Electronic check,79.25,79.25,1,High Risk,Low Value,New (0-1y)
4847-QNOKA,0-1 year,Month-to-month,Bank transfer (automatic),44.9,44.9,1,High Risk,Low Value,New (0-1y)
2220-IAHLS,0-1 year,Month-to-month,Credit card (automatic),19.4,19.4,0,Low Risk,Low Value,New (0-1y)
1658-XUHBX,4+ years,Month-to-month,Credit card (automatic),88.75,5236.25,0,Low Risk,High Value,Loyal (4y+)
6379-RXJRQ,0-1 year,Month-to-month,Electronic check,70.1,701,1,High Risk,Low Value,New (0-1y)
2378-HTWFW,2-4 years,Month-to-month,Credit card (automatic),91,3185,0,Low Risk,High Value,Mature (2-4y)
8650-RHRKE,0-1 year,Month-to-month,Electronic check,29.65,118.6,1,High Risk,Low Value,New (0-1y)
4377-VDHYI,2-4 years,One year,Electronic check,90.8,2905.6,0,Low Risk,Mid Value,Mature (2-4y)
0475-RIJEP,2-4 years,Month-to-month,Electronic check,77.85,3347.55,1,High Risk,High Value,Mature (2-4y)
1260-TTRXI,0-1 year,Month-to-month,Electronic check,54.3,217.2,1,High Risk,Low Value,New (0-1y)
3719-TDVQB,4+ years,Two year,Mailed check,18.95,1023.3,0,Low Risk,Mid Value,Loyal (4y+)
6328-ZPBGN,0-1 year,Month-to-month,Bank transfer (automatic),95.15,1046.65,1,High Risk,Mid Value,New (0-1y)
0201-MIBOL,4+ years,Two year,Bank transfer (automatic),102.4,6758.4,0,Low Risk,High Value,Loyal (4y+)
4937-QPZPO,4+ years,One year,Electronic check,99.9,6093.9,0,Low Risk,High Value,Loyal (4y+)
2925-VDZHY,4+ years,Two year,Credit card (automatic),88.7,6386.4,0,Low Risk,High Value,Loyal (4y+)
6981-TDRFT,2-4 years,One year,Electronic check,54.3,2389.2,0,Low Risk,Mid Value,Mature (2-4y)
3413-CSSTH,2-4 years,Month-to-month,Bank transfer (automatic),55.7,2283.7,0,Low Risk,Mid Value,Mature (2-4y)
8033-VCZGH,4+ years,One year,Electronic check,103.95,5197.5,0,Low Risk,High Value,Loyal (4y+)
4789-KWMXN,2-4 years,One year,Credit card (automatic),110.85,5209.95,1,High Risk,High Value,Mature (2-4y)
0224-NIJLP,0-1 year,Two year,Mailed check,20.15,161.2,0,Low Risk,Low Value,New (0-1y)
7542-CYDDM,1-2 years,Month-to-month,Mailed check,20.05,360.9,0,Low Risk,Low Value,Growing (1-2y)
4718-WXBGI,4+ years,Two year,Credit card (automatic),91.95,6620.4,0,Low Risk,High Value,Loyal (4y+)
2867-UIMSS,0-1 year,Month-to-month,Electronic check,80.5,80.5,1,High Risk,Low Value,New (0-1y)
8495-PRWFH,2-4 years,Month-to-month,Electronic check,55.65,2337.3,0,Low Risk,Mid Value,Mature (2-4y)
0439-IFYUN,1-2 years,Month-to-month,Electronic check,74.7,1344.6,0,Low Risk,Mid Value,Growing (1-2y)
5716-LIBJC,1-2 years,One year,Credit card (automatic),104.15,1353.95,0,Low Risk,Mid Value,Growing (1-2y)
2868-LLSKM,4+ years,One year,Bank transfer (automatic),83.65,5688.2,0,Low Risk,High Value,Loyal (4y+)
8111-RKSPX,0-1 year,Month-to-month,Bank transfer (automatic),72.2,288.8,1,High Risk,Low Value,New (0-1y)
2988-QRAJY,4+ years,Two year,Credit card (automatic),110.05,7593.45,0,Low Risk,High Value,Loyal (4y+)
1585-MQSSU,1-2 years,Month-to-month,Mailed check,51.5,875.5,1,High Risk,Low Value,Growing (1-2y)
0071-NDAFP,2-4 years,Two year,Credit card (automatic),25.5,637.5,0,Low Risk,Low Value,Mature (2-4y)
2856-NNASM,2-4 years,Month-to-month,Mailed check,89.55,3850.65,1,High Risk,High Value,Mature (2-4y)
7328-ZJAJO,4+ years,Two year,Credit card (automatic),19.5,1150.5,0,Low Risk,Mid Value,Loyal (4y+)
6458-CYIDZ,0-1 year,Month-to-month,Electronic check,80.7,403.5,0,Low Risk,Low Value,New (0-1y)
8559-CIZFV,1-2 years,One year,Mailed check,77.5,1627.5,1,High Risk,Mid Value,Growing (1-2y)
1090-PYKCI,4+ years,One year,Credit card (automatic),105.1,7251.9,0,Low Risk,High Value,Loyal (4y+)
3058-WQDRE,1-2 years,Month-to-month,Bank transfer (automatic),25.15,326.95,0,Low Risk,Low Value,Growing (1-2y)
7547-EKNFS,2-4 years,Month-to-month,Bank transfer (automatic),95.25,4000.5,1,High Risk,High Value,Mature (2-4y)
2279-AXJJK,4+ years,Month-to-month,Credit card (automatic),95.65,4973.8,0,Low Risk,High Value,Loyal (4y+)
6769-DYBQN,2-4 years,Month-to-month,Electronic check,85,3910,1,High Risk,High Value,Mature (2-4y)
0909-SELIE,4+ years,Two year,Bank transfer (automatic),80.8,4928.8,0,Low Risk,High Value,Loyal (4y+)
3417-TSCIC,2-4 years,One year,Mailed check,24.85,720.65,0,Low Risk,Low Value,Mature (2-4y)
1042-HFUCW,2-4 years,One year,Credit card (automatic),54.75,1368.75,0,Low Risk,Mid Value,Mature (2-4y)
4439-JMPMT,0-1 year,Month-to-month,Electronic check,85.75,428.75,1,High Risk,Low Value,New (0-1y)
6537-OTKMY,1-2 years,One year,Electronic check,50.75,761.25,0,Low Risk,Low Value,Growing (1-2y)
8999-EXMNO,1-2 years,Two year,Mailed check,20.15,382.85,0,Low Risk,Low Value,Growing (1-2y)
6725-TPKJO,2-4 years,Two year,Mailed check,20.05,882.2,0,Low Risk,Low Value,Mature (2-4y)
2446-BEGGB,0-1 year,Month-to-month,Electronic check,98.25,589.5,1,High Risk,Low Value,New (0-1y)
7162-WPHPM,4+ years,Two year,Credit card (automatic),71.6,4152.8,0,Low Risk,High Value,Loyal (4y+)
1599-MMYRQ,4+ years,One year,Credit card (automatic),81.45,5049.9,0,Low Risk,High Value,Loyal (4y+)
8821-KVZKQ,4+ years,One year,Bank transfer (automatic),58.4,4088,0,Low Risk,High Value,Loyal (4y+)
1496-GGSUK,0-1 year,Month-to-month,Mailed check,25.7,25.7,1,High Risk,Low Value,New (0-1y)
6434-TTGJP,0-1 year,Two year,Credit card (automatic),53.7,537,0,Low Risk,Low Value,New (0-1y)
0042-JVWOJ,2-4 years,One year,Bank transfer (automatic),19.6,509.6,0,Low Risk,Low Value,Mature (2-4y)
0130-SXOUN,4+ years,Month-to-month,Credit card (automatic),89.4,5900.4,0,Low Risk,High Value,Loyal (4y+)
2575-GFSOE,0-1 year,Month-to-month,Electronic check,69,483,1,High Risk,Low Value,New (0-1y)
2330-PQGDQ,4+ years,One year,Bank transfer (automatic),84.2,4294.2,0,Low Risk,High Value,Loyal (4y+)
1452-UZOSF,4+ years,Two year,Credit card (automatic),106.1,7639.2,0,Low Risk,High Value,Loyal (4y+)
2097-YVPKN,4+ years,Two year,Mailed check,25.75,1673.75,0,Low Risk,Mid Value,Loyal (4y+)
2842-JTCCU,0-1 year,Month-to-month,Bank transfer (automatic),46.05,92.1,1,High Risk,Low Value,New (0-1y)
8597-CTXVJ,4+ years,One year,Bank transfer (automatic),64.95,4546.5,0,Low Risk,High Value,Loyal (4y+)
6631-HMANX,4+ years,Two year,Credit card (automatic),85.45,6152.4,0,Low Risk,High Value,Loyal (4y+)
9962-BFPDU,0-1 year,Month-to-month,Mailed check,20.05,20.05,0,Low Risk,Low Value,New (0-1y)
3296-SILRA,0-1 year,Month-to-month,Mailed check,76.4,76.4,1,High Risk,Low Value,New (0-1y)
9681-OXGVC,0-1 year,Month-to-month,Electronic check,100.5,502.5,1,High Risk,Low Value,New (0-1y)
6394-HHHZM,0-1 year,Month-to-month,Mailed check,20.7,62.1,0,Low Risk,Low Value,New (0-1y)
5995-LFTLE,4+ years,Two year,Credit card (automatic),25.3,1467.4,0,Low Risk,Mid Value,Loyal (4y+)
5180-UCIIQ,1-2 years,Month-to-month,Mailed check,40.05,881.1,1,High Risk,Low Value,Growing (1-2y)
1932-UEDCX,2-4 years,Month-to-month,Bank transfer (automatic),100.6,3319.8,0,Low Risk,High Value,Mature (2-4y)
7153-OANIO,0-1 year,Month-to-month,Electronic check,69.95,69.95,1,High Risk,Low Value,New (0-1y)
5188-HGMLP,4+ years,Month-to-month,Bank transfer (automatic),74,3996,0,Low Risk,High Value,Loyal (4y+)
0665-XHDJU,4+ years,Two year,Electronic check,99.4,7156.8,0,Low Risk,High Value,Loyal (4y+)
6521-YYTYI,0-1 year,Month-to-month,Electronic check,93.3,93.3,1,High Risk,Low Value,New (0-1y)
8878-HMWBV,0-1 year,Month-to-month,Electronic check,49.15,147.45,1,High Risk,Low Value,New (0-1y)
8265-HKSOW,4+ years,Two year,Credit card (automatic),107.45,7736.4,0,Low Risk,High Value,Loyal (4y+)
3544-FBCAS,4+ years,Two year,Credit card (automatic),83.6,6019.2,0,Low Risk,High Value,Loyal (4y+)
5331-RGMTT,4+ years,Month-to-month,Credit card (automatic),99.05,5348.7,0,Low Risk,High Value,Loyal (4y+)
4759-PXTAN,4+ years,One year,Electronic check,80.1,4725.9,0,Low Risk,High Value,Loyal (4y+)
7054-DMVAS,4+ years,Two year,Bank transfer (automatic),65.3,3526.2,0,Low Risk,High Value,Loyal (4y+)
3428-MMGUB,4+ years,Two year,Electronic check,89.55,5373,0,Low Risk,High Value,Loyal (4y+)
6549-BTYPG,4+ years,Two year,Credit card (automatic),60.8,3648,0,Low Risk,High Value,Loyal (4y+)
7823-JSOAG,0-1 year,Month-to-month,Electronic check,74.5,223.5,0,Low Risk,Low Value,New (0-1y)
3705-RHRFR,4+ years,Two year,Bank transfer (automatic),99.15,6841.35,0,Low Risk,High Value,Loyal (4y+)
9374-YOLBJ,0-1 year,Month-to-month,Electronic check,19.25,19.25,0,Low Risk,Low Value,New (0-1y)
9074-KGVOX,4+ years,Month-to-month,Credit card (automatic),39.45,1972.5,0,Low Risk,Mid Value,Loyal (4y+)
6128-DAFVY,4+ years,Month-to-month,Credit card (automatic),44.85,2511.6,0,Low Risk,Mid Value,Loyal (4y+)
9933-QRGTX,4+ years,Two year,Electronic check,97.2,5832,0,Low Risk,High Value,Loyal (4y+)
4476-OSWTN,4+ years,One year,Mailed check,110.55,7627.95,0,Low Risk,High Value,Loyal (4y+)
3751-KTZEL,0-1 year,Month-to-month,Mailed check,35.05,35.05,1,High Risk,Low Value,New (0-1y)
1977-STDKI,0-1 year,Month-to-month,Electronic check,73,73,1,High Risk,Low Value,New (0-1y)
5066-GFJMM,0-1 year,Month-to-month,Mailed check,19.9,59.7,0,Low Risk,Low Value,New (0-1y)
2661-GKBTK,4+ years,Two year,Bank transfer (automatic),76.95,4617,0,Low Risk,High Value,Loyal (4y+)
0458-HEUZG,1-2 years,Two year,Mailed check,35.4,460.2,0,Low Risk,Low Value,Growing (1-2y)
7268-WNTCP,4+ years,Two year,Bank transfer (automatic),20.45,1267.9,0,Low Risk,Mid Value,Loyal (4y+)
0824-VWDPO,2-4 years,One year,Bank transfer (automatic),96.75,4353.75,0,Low Risk,High Value,Mature (2-4y)
8409-WQJUX,2-4 years,One year,Electronic check,54.2,1355,0,Low Risk,Mid Value,Mature (2-4y)
2578-JQPHZ,2-4 years,Two year,Bank transfer (automatic),100.1,4404.4,0,Low Risk,High Value,Mature (2-4y)
3278-FSIXX,0-1 year,Month-to-month,Mailed check,45.25,90.5,0,Low Risk,Low Value,New (0-1y)
5813-UECBU,2-4 years,Month-to-month,Credit card (automatic),83.85,2767.05,1,High Risk,Mid Value,Mature (2-4y)
0328-GRPMV,0-1 year,Month-to-month,Electronic check,70.1,70.1,1,High Risk,Low Value,New (0-1y)
9746-UGFAC,1-2 years,One year,Bank transfer (automatic),20.85,458.7,0,Low Risk,Low Value,Growing (1-2y)
2946-KIQSP,2-4 years,Month-to-month,Mailed check,33.45,1170.75,0,Low Risk,Mid Value,Mature (2-4y)
0625-AFOHS,2-4 years,Two year,Mailed check,20.2,585.8,0,Low Risk,Low Value,Mature (2-4y)
6726-WEXXK,2-4 years,One year,Electronic check,85.9,2319.3,0,Low Risk,Mid Value,Mature (2-4y)
4636-OLWOE,4+ years,One year,Electronic check,61,3294,0,Low Risk,High Value,Loyal (4y+)
4342-HENTK,0-1 year,Month-to-month,Electronic check,70.65,141.3,1,High Risk,Low Value,New (0-1y)
4685-ERGHK,4+ years,One year,Electronic check,86.9,4953.3,0,Low Risk,High Value,Loyal (4y+)
0885-HMGPY,4+ years,Two year,Bank transfer (automatic),69.4,4302.8,0,Low Risk,High Value,Loyal (4y+)
5003-OKNNK,1-2 years,One year,Credit card (automatic),20.35,305.25,0,Low Risk,Low Value,Growing (1-2y)
4195-SMMNX,0-1 year,Month-to-month,Mailed check,20.35,40.7,1,High Risk,Low Value,New (0-1y)
7208-PSIHR,4+ years,Two year,Bank transfer (automatic),104.3,7301,0,Low Risk,High Value,Loyal (4y+)
4012-ZTHBR,1-2 years,Month-to-month,Electronic check,44.95,943.95,0,Low Risk,Low Value,Growing (1-2y)
0489-WMEMG,1-2 years,One year,Electronic check,49.45,1137.35,0,Low Risk,Mid Value,Growing (1-2y)
7435-ZNUYY,0-1 year,One year,Mailed check,20.6,123.6,0,Low Risk,Low Value,New (0-1y)
1354-YZFNB,0-1 year,Two year,Credit card (automatic),19.55,78.2,0,Low Risk,Low Value,New (0-1y)
6956-SMUCM,0-1 year,Month-to-month,Credit card (automatic),99,297,1,High Risk,Low Value,New (0-1y)
2985-FMWYF,1-2 years,Month-to-month,Electronic check,93.5,2150.5,0,Low Risk,Mid Value,Growing (1-2y)
2812-ENYMO,2-4 years,One year,Credit card (automatic),54.55,1418.3,0,Low Risk,Mid Value,Mature (2-4y)
2717-HVIZY,0-1 year,Month-to-month,Mailed check,20.05,160.4,0,Low Risk,Low Value,New (0-1y)
3223-WZWJM,2-4 years,Month-to-month,Electronic check,83.95,2182.7,1,High Risk,Mid Value,Mature (2-4y)
3422-GALYP,0-1 year,Month-to-month,Electronic check,79.45,158.9,0,Low Risk,Low Value,New (0-1y)
9053-JZFKV,4+ years,Two year,Credit card (automatic),116.2,7785.4,1,High Risk,High Value,Loyal (4y+)
2530-ENDWQ,4+ years,Two year,Bank transfer (automatic),93.7,6652.7,1,High Risk,High Value,Loyal (4y+)
2890-WFBHU,4+ years,One year,Credit card (automatic),79.85,4711.15,0,Low Risk,High Value,Loyal (4y+)
0327-WFZSY,2-4 years,One year,Electronic check,100,3900,0,Low Risk,High Value,Mature (2-4y)
7977-HXJKU,1-2 years,Two year,Mailed check,19.6,411.6,0,Low Risk,Low Value,Growing (1-2y)
6615-ZGEDR,0-1 year,Month-to-month,Mailed check,19.7,19.7,1,High Risk,Low Value,New (0-1y)
7033-CLAMM,2-4 years,Two year,Bank transfer (automatic),20.2,969.6,0,Low Risk,Low Value,Mature (2-4y)
4023-RTIQM,2-4 years,One year,Credit card (automatic),50.4,1562.4,0,Low Risk,Mid Value,Mature (2-4y)
0864-FVJNJ,4+ years,One year,Electronic check,113.35,7254.4,0,Low Risk,High Value,Loyal (4y+)
7356-IWLFW,2-4 years,Month-to-month,Bank transfer (automatic),80,3680,0,Low Risk,High Value,Mature (2-4y)
9541-PWTWO,4+ years,Two year,Bank transfer (automatic),80.95,4209.4,0,Low Risk,High Value,Loyal (4y+)
3967-VQOGC,4+ years,Two year,Mailed check,24.9,1668.3,0,Low Risk,Mid Value,Loyal (4y+)
7872-RDDLZ,4+ years,Month-to-month,Electronic check,54.9,3678.3,0,Low Risk,High Value,Loyal (4y+)
9250-WYPLL,0-1 year,Month-to-month,Electronic check,75.55,377.75,1,High Risk,Low Value,New (0-1y)
6308-CQRBU,4+ years,Two year,Electronic check,109.25,7756.75,0,Low Risk,High Value,Loyal (4y+)
2754-XBHTB,0-1 year,Month-to-month,Bank transfer (automatic),77.65,698.85,1,High Risk,Low Value,New (0-1y)
1597-LHYNC,2-4 years,Month-to-month,Electronic check,95,2470,1,High Risk,Mid Value,Mature (2-4y)
0186-CAERR,4+ years,One year,Bank transfer (automatic),116.3,8257.3,0,Low Risk,High Value,Loyal (4y+)
3043-SUDUA,2-4 years,Month-to-month,Bank transfer (automatic),19.9,636.8,0,Low Risk,Low Value,Mature (2-4y)
5442-BHQNG,0-1 year,Month-to-month,Electronic check,70.35,140.7,0,Low Risk,Low Value,New (0-1y)
2169-RRLFW,4+ years,Two year,Credit card (automatic),25.6,1817.6,0,Low Risk,Mid Value,Loyal (4y+)
5872-OEQNH,4+ years,One year,Electronic check,44.45,2667,0,Low Risk,Mid Value,Loyal (4y+)
3162-KKZXO,4+ years,One year,Electronic check,100.15,5508.25,0,Low Risk,High Value,Loyal (4y+)
7055-VKGDA,4+ years,One year,Credit card (automatic),105.4,5691.6,1,High Risk,High Value,Loyal (4y+)
0754-UKWQP,0-1 year,Month-to-month,Electronic check,95.85,191.7,1,High Risk,Low Value,New (0-1y)
8873-GLDMH,0-1 year,Month-to-month,Mailed check,73.85,443.1,0,Low Risk,Low Value,New (0-1y)
5696-JVVQY,2-4 years,Two year,Credit card (automatic),70.1,3364.8,0,Low Risk,High Value,Mature (2-4y)
8946-BFWSG,4+ years,Two year,Mailed check,25.25,1590.75,0,Low Risk,Mid Value,Loyal (4y+)
7493-TPUWZ,0-1 year,Month-to-month,Electronic check,79.15,79.15,1,High Risk,Low Value,New (0-1y)
0547-HURJB,0-1 year,Month-to-month,Credit card (automatic),21.05,252.6,0,Low Risk,Low Value,New (0-1y)
8904-OPDCK,4+ years,Month-to-month,Bank transfer (automatic),24.95,1347.3,0,Low Risk,Mid Value,Loyal (4y+)
8845-LWKGE,2-4 years,One year,Electronic check,64.5,1935,0,Low Risk,Mid Value,Mature (2-4y)
1577-HKTFG,2-4 years,Month-to-month,Bank transfer (automatic),19.65,589.5,1,High Risk,Low Value,Mature (2-4y)
8752-STIVR,0-1 year,Month-to-month,Electronic check,79,316,1,High Risk,Low Value,New (0-1y)
0691-NIKRI,2-4 years,One year,Credit card (automatic),105.95,4238,0,Low Risk,High Value,Mature (2-4y)
5022-JNQEQ,0-1 year,Month-to-month,Electronic check,75.85,682.65,0,Low Risk,Low Value,New (0-1y)
4558-FANTW,1-2 years,Month-to-month,Electronic check,91.85,1561.45,1,High Risk,Mid Value,Growing (1-2y)
3249-VHRIP,4+ years,Two year,Credit card (automatic),43.6,2703.2,0,Low Risk,Mid Value,Loyal (4y+)
3736-BLEPA,2-4 years,One year,Bank transfer (automatic),91.25,2555,0,Low Risk,Mid Value,Mature (2-4y)
4701-LKOZD,4+ years,Two year,Credit card (automatic),89.75,6282.5,0,Low Risk,High Value,Loyal (4y+)
6603-QWSPR,2-4 years,Two year,Bank transfer (automatic),104.4,4802.4,0,Low Risk,High Value,Mature (2-4y)
9921-QFQUL,1-2 years,Month-to-month,Mailed check,90.15,2073.45,0,Low Risk,Mid Value,Growing (1-2y)
1929-ZCBHE,2-4 years,One year,Electronic check,40.3,1894.1,0,Low Risk,Mid Value,Mature (2-4y)
4378-MYPGO,4+ years,Two year,Bank transfer (automatic),105.25,7157,0,Low Risk,High Value,Loyal (4y+)
8651-ENBZX,4+ years,One year,Electronic check,106,6360,1,High Risk,High Value,Loyal (4y+)
4129-LYCOI,4+ years,Two year,Electronic check,104,6968,0,Low Risk,High Value,Loyal (4y+)
7798-JVXYM,1-2 years,Month-to-month,Electronic check,69.65,975.1,0,Low Risk,Low Value,Growing (1-2y)
8647-SDTWQ,4+ years,Month-to-month,Electronic check,74.3,4235.1,0,Low Risk,High Value,Loyal (4y+)
2696-ECXKC,4+ years,One year,Mailed check,100.9,5549.5,0,Low Risk,High Value,Loyal (4y+)
2081-KJSQF,0-1 year,Month-to-month,Mailed check,20.25,20.25,0,Low Risk,Low Value,New (0-1y)
7623-TRNQN,0-1 year,Month-to-month,Mailed check,49.9,49.9,1,High Risk,Low Value,New (0-1y)
3323-CPBWR,1-2 years,Month-to-month,Credit card (automatic),96.9,2228.7,0,Low Risk,Mid Value,Growing (1-2y)
9330-IJWIO,1-2 years,Month-to-month,Electronic check,100.35,1304.55,1,High Risk,Mid Value,Growing (1-2y)
3384-CTMSF,2-4 years,Month-to-month,Electronic check,104.1,4892.7,0,Low Risk,High Value,Mature (2-4y)
0902-RFHOF,2-4 years,One year,Mailed check,20.1,763.8,0,Low Risk,Low Value,Mature (2-4y)
